data,id_cliente,quantidade_boleto,quantidade_payout,quantidade_payin
2023-12-17,38,17,7,7
2023-11-21,48,2,1,2
2023-11-23,33,5,6,2
2023-10-20,41,11,10,10
2023-10-27,18,4,2,1
2023-12-29,74,11,13,6
2023-12-05,6,7,4,2
2024-01-19,33,4,3,4
2023-11-05,47,0,1,0
2024-01-07,24,5,3,8
2023-10-24,7,5,12,2
2023-10-18,43,7,8,3
2023-12-16,103,3,3,4
2023-10-06,82,9,1,6
2023-12-17,84,3,3,1
2023-12-03,85,6,4,7
2023-10-14,97,6,6,5
2023-11-08,77,8,9,4
2023-11-29,115,7,3,3
2023-11-30,103,2,6,2
2023-11-01,93,3,2,4
2023-10-03,114,2,1,5
2023-12-18,115,4,7,3
2023-12-09,95,10,6,5
2023-10-30,101,4,7,1
2023-12-06,94,5,2,3
2023-10-15,107,2,2,5
2024-01-19,75,8,3,5
2023-10-15,98,7,6,0
2023-10-03,78,5,5,6
2024-01-09,92,2,0,2
2023-10-31,1,11,6,8
2023-11-05,13,7,5,5
2024-01-26,20,9,8,7
2024-01-04,66,0,1,2
2023-10-09,72,1,2,3
2023-12-24,3,1,2,6
2024-01-30,72,1,2,1
2024-01-04,38,8,6,2
2023-10-25,31,3,5,5
2023-11-06,66,3,4,0
2023-12-20,63,7,12,7
2023-11-01,43,7,6,4
2023-10-17,8,3,5,4
2023-10-24,26,1,2,1
2023-11-07,53,5,2,2
2023-11-20,29,5,6,7
2023-11-17,1,7,6,7
2023-10-28,21,7,9,12
2023-10-26,49,2,4,6
2024-01-03,37,8,8,4
2023-12-25,8,5,5,11
2023-12-11,26,2,5,2
2023-12-14,27,10,8,8
2023-11-27,59,0,4,2
2023-11-03,41,11,10,5
2023-11-28,37,6,7,3
2023-11-11,43,6,2,2
2023-11-14,61,15,12,11
2023-10-22,42,5,4,8
2024-01-09,85,6,9,5
2024-01-17,83,2,4,2
2024-01-15,91,5,4,4
2023-11-27,80,1,4,2
2024-01-07,99,1,3,0
2024-01-10,95,7,5,12
2023-10-31,101,2,6,5
2023-12-09,80,1,3,2
2023-12-17,82,7,6,7
2023-10-07,80,0,1,1
2023-11-06,92,4,1,3
2023-10-02,100,9,3,7
2023-10-25,102,10,9,3
2023-10-13,77,3,10,8
2023-12-28,83,5,4,2
2023-11-19,111,2,9,7
2023-10-01,114,0,1,6
2023-12-08,115,6,3,7
2023-12-22,115,3,7,6
2023-12-09,76,5,5,13
2024-01-15,82,6,4,3
2023-10-13,103,3,4,5
2024-01-12,36,8,5,5
2023-11-27,35,2,2,1
2023-12-22,35,2,4,3
2024-01-10,48,3,1,2
2024-01-20,50,7,11,11
2023-11-11,18,5,2,2
2024-01-14,73,5,7,9
2023-12-27,21,6,11,7
2023-10-27,64,1,2,4
2023-12-22,21,7,7,3
2024-01-24,41,9,10,12
2023-12-29,30,6,8,1
2023-10-05,60,2,2,2
2023-11-10,70,3,5,3
2023-12-31,6,4,4,3
2023-11-20,13,3,0,3
2023-12-18,74,13,6,11
2024-01-02,73,2,9,7
2023-11-22,29,7,9,4
2023-11-23,65,1,1,0
2023-12-14,32,10,7,10
2024-01-24,39,1,3,2
2023-12-19,19,2,3,7
2023-10-15,11,5,4,5
2023-10-29,62,4,4,3
2023-12-16,59,3,3,3
2024-01-12,37,9,6,4
2023-10-08,62,2,3,4
2023-11-18,17,5,3,3
2023-12-09,61,5,11,4
2023-11-04,17,3,2,1
2023-10-12,57,6,11,15
2023-11-09,22,1,2,3
2024-01-11,26,1,3,1
2024-01-29,9,7,4,12
2023-12-12,2,8,3,8
2023-12-18,1,7,4,6
2024-01-10,41,8,5,11
2024-01-24,26,3,3,0
2024-01-26,73,13,7,11
2023-12-27,83,2,2,4
2023-11-09,111,2,5,7
2023-11-05,101,4,3,4
2023-11-20,89,6,2,7
2023-10-30,103,1,0,1
2023-10-19,86,5,3,7
2023-11-15,102,11,7,5
2023-10-20,81,1,3,1
2024-01-18,115,7,6,4
2023-10-10,83,2,4,0
2023-12-16,91,8,10,1
2023-12-10,111,7,14,8
2023-12-29,101,4,4,5
2023-11-17,78,5,1,8
2024-01-01,94,0,1,0
2023-10-11,93,7,4,2
2023-12-07,87,10,11,5
2023-11-10,75,8,4,7
2023-12-31,107,0,4,2
2023-11-06,85,10,9,5
2023-10-01,76,3,6,5
2023-12-09,92,3,1,1
2024-01-28,70,9,6,2
2024-01-03,35,4,1,5
2023-11-30,20,5,6,10
2023-12-19,56,4,10,6
2023-10-22,70,4,2,3
2023-11-07,54,5,6,2
2023-12-18,37,3,5,5
2024-01-13,53,2,2,2
2024-01-16,22,2,2,3
2023-12-04,22,2,1,4
2024-01-24,21,8,6,7
2024-01-07,7,8,10,7
2023-12-29,52,5,6,3
2024-01-26,18,3,1,2
2023-11-02,33,1,3,4
2023-10-19,31,5,5,3
2023-12-24,65,3,1,1
2023-11-07,67,6,5,5
2023-12-01,17,6,3,3
2023-12-05,7,5,4,6
2023-11-27,57,6,5,9
2024-01-22,13,2,5,7
2023-12-30,26,1,5,1
2023-12-09,56,6,8,5
2024-01-27,19,0,7,1
2023-12-23,42,4,7,2
2023-10-11,24,3,1,1
2024-01-07,9,5,10,8
2023-12-03,15,1,3,1
2023-12-22,67,5,2,12
2024-01-12,7,4,1,6
2023-12-01,1,8,10,5
2024-01-02,33,1,7,4
2023-11-21,74,7,10,7
2023-11-13,39,3,2,2
2023-11-05,24,3,2,5
2023-11-02,27,4,6,3
2023-12-15,7,7,9,4
2023-10-13,62,4,2,2
2023-11-28,14,3,3,1
2023-12-31,24,3,3,6
2023-10-28,101,2,6,1
2024-01-14,115,2,2,6
2023-11-20,93,7,4,5
2023-10-26,100,8,7,2
2024-01-19,88,1,6,3
2023-12-21,110,2,1,2
2024-01-28,80,0,1,2
2023-12-04,89,3,6,3
2023-10-21,115,4,2,0
2024-01-15,92,2,2,1
2023-10-01,91,3,5,5
2023-11-28,114,4,4,6
2023-11-14,80,2,1,0
2023-12-09,83,7,5,3
2023-12-29,115,5,9,0
2023-12-31,101,6,2,4
2023-12-11,111,10,5,10
2024-01-12,75,3,4,8
2023-11-08,91,6,1,5
2023-11-21,64,0,3,5
2023-10-26,67,3,5,4
2024-01-22,52,4,4,6
2024-01-27,17,2,1,4
2023-10-19,14,1,2,1
2023-11-21,61,10,12,6
2024-01-01,5,8,10,2
2023-12-24,62,4,5,5
2023-10-09,24,3,3,4
2023-12-08,66,1,1,3
2023-11-26,6,1,4,3
2023-11-29,56,6,5,9
2023-11-02,48,0,1,1
2023-12-08,21,4,7,5
2024-01-11,72,1,4,3
2023-11-24,61,10,3,5
2023-11-26,5,9,11,11
2023-12-05,36,3,2,4
2023-12-08,62,4,1,1
2024-01-29,50,5,6,6
2023-12-04,53,2,2,4
2023-10-11,30,5,4,5
2024-01-17,32,7,7,15
2023-11-01,58,2,2,3
2023-12-05,29,6,7,4
2023-12-15,4,1,1,2
2023-10-29,41,9,15,6
2023-12-17,66,2,2,2
2023-10-16,60,3,6,2
2023-11-28,17,1,1,1
2023-12-20,43,3,5,4
2023-11-04,39,1,3,4
2024-01-24,5,12,5,7
2023-10-28,37,4,5,3
2023-10-08,54,6,4,3
2023-10-28,47,1,3,1
2023-10-05,24,4,2,3
2023-10-16,72,1,0,0
2023-10-23,31,5,10,5
2023-12-07,16,7,10,6
2024-01-20,9,6,9,6
2024-01-26,6,2,3,5
2023-12-12,84,3,1,1
2023-12-07,94,3,4,5
2023-11-13,83,4,3,2
2023-10-25,87,7,9,8
2024-01-01,82,13,4,6
2023-12-23,82,5,6,10
2023-10-04,80,0,2,0
2023-10-30,110,3,3,4
2024-01-29,88,6,2,3
2023-12-01,111,6,4,5
2023-12-10,102,3,8,9
2023-11-27,103,2,3,2
2023-12-24,117,13,10,15
2024-01-04,102,6,6,4
2023-11-16,78,6,5,0
2023-10-15,114,1,3,2
2023-10-20,84,2,3,1
2023-10-18,114,1,3,2
2023-12-16,76,4,5,5
2023-12-12,76,10,7,8
2023-12-22,80,3,5,3
2023-11-26,103,2,1,2
2023-10-27,98,6,4,8
2023-12-14,80,1,3,1
2023-10-10,84,6,4,4
2024-01-25,85,2,8,7
2023-10-21,84,1,4,2
2024-01-21,82,6,4,4
2024-01-03,15,2,2,1
2024-01-11,60,4,3,1
2023-10-31,14,0,3,1
2023-11-06,72,2,3,1
2024-01-06,39,1,2,4
2024-01-17,65,4,3,1
2023-12-05,4,1,3,3
2023-11-10,65,3,3,3
2024-01-21,6,3,8,2
2023-12-02,17,4,5,3
2023-12-05,16,8,4,6
2023-12-04,46,5,3,3
2023-10-11,33,3,5,1
2023-11-10,26,1,0,2
2023-10-27,11,8,9,5
2024-01-12,19,2,7,5
2023-11-16,15,2,3,1
2024-01-28,45,5,4,3
2024-01-15,2,8,9,4
2024-01-17,45,3,6,2
2023-10-19,40,1,2,1
2023-11-01,7,5,8,3
2023-12-18,13,5,2,3
2023-12-18,4,2,2,3
2024-01-24,69,2,4,2
2023-12-13,65,4,5,3
2023-12-29,50,3,6,11
2023-11-12,4,3,2,1
2023-12-13,8,8,4,6
2023-10-19,43,3,5,1
2024-01-19,48,1,2,1
2024-01-23,74,4,5,7
2023-11-30,31,8,3,3
2024-01-11,69,3,6,3
2023-12-27,31,3,9,7
2023-11-17,65,1,4,1
2023-12-09,52,2,3,7
2023-12-15,19,3,6,5
2024-01-30,20,7,13,7
2023-10-29,31,5,9,1
2024-01-06,48,1,1,0
2024-01-14,67,0,5,8
2023-12-25,39,1,2,0
2023-11-04,102,8,3,5
2023-10-10,86,3,8,9
2023-12-08,77,4,5,9
2023-12-09,117,17,13,9
2023-10-31,97,5,9,4
2023-11-17,102,7,6,11
2023-10-10,92,1,1,1
2023-10-20,99,2,0,0
2023-11-14,87,7,10,14
2024-01-06,82,6,2,6
2023-11-15,107,1,2,2
2023-12-06,117,7,10,10
2023-11-04,92,0,3,2
2024-01-24,75,12,13,7
2023-12-18,98,7,1,5
2023-12-17,103,3,0,4
2023-11-03,80,3,1,1
2024-01-28,101,5,8,3
2023-11-04,42,4,4,9
2023-10-29,27,7,7,1
2023-12-19,52,4,4,5
2024-01-18,41,5,9,16
2023-12-23,50,8,2,5
2023-11-27,11,7,6,4
2024-01-15,32,6,12,6
2023-10-13,17,3,4,5
2023-12-10,18,2,5,3
2023-11-28,3,9,8,6
2023-12-25,54,9,5,8
2023-10-17,11,3,3,8
2023-12-03,31,3,6,2
2023-11-15,9,6,3,6
2023-12-10,50,5,7,6
2024-01-30,22,2,2,1
2023-12-12,50,6,4,11
2023-12-15,12,4,6,5
2024-01-18,39,1,1,1
2024-01-15,12,7,2,6
2023-10-31,8,4,3,7
2023-10-13,35,2,5,1
2023-10-23,49,4,10,5
2024-01-22,61,16,10,2
2023-11-27,70,7,9,6
2023-11-27,18,2,3,3
2023-12-18,9,8,6,9
2023-11-12,39,1,1,1
2024-01-27,33,4,3,2
2023-10-02,19,8,4,5
2024-01-12,13,3,7,3
2023-12-29,70,2,5,5
2023-11-10,42,10,3,4
2023-11-19,48,2,2,4
2024-01-03,38,6,4,8
2023-11-20,30,6,4,2
2023-12-23,64,1,3,2
2023-11-07,4,1,1,1
2023-10-26,60,2,2,4
2024-01-20,62,2,2,2
2023-10-04,15,2,0,1
2024-01-25,13,4,4,7
2024-01-06,79,6,7,7
2023-12-19,86,4,8,3
2023-11-17,110,4,3,1
2023-10-16,98,5,5,5
2023-10-26,81,1,1,2
2023-11-16,86,9,7,11
2023-11-11,81,2,3,0
2023-12-30,111,5,10,8
2023-10-23,77,7,10,5
2023-10-22,100,8,8,4
2023-10-08,86,7,10,5
2023-11-24,111,9,7,6
2023-11-20,85,6,7,8
2023-10-16,102,8,4,3
2023-11-08,97,13,6,15
2023-12-08,101,2,6,3
2024-01-04,98,6,7,2
2023-10-22,84,5,3,3
2024-01-19,90,5,2,7
2023-10-09,107,4,2,2
2023-12-28,100,6,7,7
2023-12-13,19,3,6,2
2023-10-08,64,6,0,2
2023-12-19,49,10,4,9
2023-12-31,59,4,1,2
2023-12-07,11,6,12,6
2023-12-29,49,3,8,2
2023-12-14,4,0,2,2
2024-01-22,39,2,1,2
2023-10-31,4,3,3,4
2023-12-28,47,3,1,0
2024-01-12,23,7,4,6
2023-11-21,27,3,7,4
2024-01-25,70,4,6,5
2023-11-07,41,6,6,6
2023-11-21,53,8,2,4
2023-10-20,36,5,5,3
2023-12-21,55,2,2,0
2024-01-13,63,5,8,12
2024-01-23,2,12,9,10
2024-01-17,38,2,6,12
2024-01-08,50,2,7,3
2023-12-24,39,1,2,1
2023-11-06,4,1,2,1
2024-01-28,29,3,4,5
2023-10-15,26,0,3,2
2024-01-25,22,1,2,2
2023-11-13,36,2,6,3
2023-10-03,40,1,4,1
2024-01-26,53,3,1,5
2023-11-25,15,7,2,1
2023-11-03,65,1,3,2
2023-12-16,60,5,0,5
2023-11-11,53,1,3,6
2023-11-05,81,3,1,1
2023-11-24,75,8,6,5
2023-12-15,99,0,2,4
2023-12-31,102,9,3,4
2024-01-27,75,6,10,5
2024-01-14,100,9,5,10
2023-12-17,95,7,2,6
2023-12-15,83,1,2,0
2024-01-09,78,1,2,2
2023-10-05,80,0,3,2
2023-11-10,114,3,6,7
2024-01-11,97,8,9,2
2023-11-23,84,3,2,5
2023-10-05,98,9,4,5
2023-12-21,2,3,5,6
2023-12-06,74,17,10,4
2023-10-28,53,3,2,3
2023-11-18,26,2,0,1
2023-10-10,43,1,2,4
2023-10-19,65,1,3,10
2023-12-24,19,6,4,1
2023-12-25,26,2,3,2
2023-12-12,43,5,2,3
2023-11-22,59,1,2,3
2023-11-05,14,1,2,1
2023-11-19,22,5,2,1
2024-01-27,67,5,4,3
2024-01-15,16,4,6,8
2023-12-03,27,11,7,7
2023-11-13,43,4,5,4
2024-01-22,34,1,4,2
2023-11-04,3,4,4,2
2024-01-11,22,5,0,2
2023-11-26,8,5,5,7
2023-12-06,47,1,0,0
2024-01-08,59,3,1,3
2023-10-14,49,9,8,4
2024-01-18,34,5,1,3
2024-01-27,18,4,5,4
2023-12-02,11,4,10,6
2024-01-13,19,7,4,3
2023-12-28,56,12,6,6
2024-01-03,24,3,5,6
2024-01-29,29,3,3,6
2024-01-03,49,11,3,3
2023-10-13,19,6,4,10
2024-01-03,101,3,3,5
2024-01-01,115,2,8,3
2023-11-20,79,5,3,4
2023-12-01,93,1,3,2
2023-11-09,103,3,2,3
2024-01-27,89,5,10,3
2024-01-01,96,3,2,3
2023-12-12,83,3,4,3
2023-12-30,94,2,4,1
2023-11-27,84,6,3,1
2024-01-04,97,8,6,8
2023-12-14,104,49,44,27
2023-11-11,95,7,9,6
2023-12-20,80,2,3,2
2023-11-30,84,2,5,0
2024-01-24,92,4,1,3
2023-11-23,90,7,7,4
2024-01-25,88,6,1,1
2023-12-12,95,7,7,8
2023-10-03,77,6,4,9
2023-10-29,85,8,4,8
2023-11-09,84,6,3,4
2023-11-11,100,12,11,5
2023-10-15,100,5,6,11
2023-12-14,102,8,4,8
2023-12-12,80,1,2,2
2024-01-23,82,5,8,5
2024-01-28,76,8,9,10
2024-01-14,61,10,6,11
2024-01-18,11,6,5,5
2023-11-18,27,4,1,4
2023-12-07,31,4,6,5
2023-11-01,60,1,5,4
2023-12-25,48,1,3,0
2023-11-21,30,7,5,3
2023-10-30,9,6,4,7
2023-10-04,56,6,10,5
2023-10-24,46,3,2,1
2023-12-27,13,8,3,2
2023-11-26,11,3,6,5
2023-10-06,48,1,2,0
2024-01-27,6,2,4,1
2024-01-26,38,6,8,13
2023-10-01,32,10,3,5
2024-01-22,8,3,5,4
2024-01-05,58,4,2,1
2024-01-12,48,2,2,2
2023-11-28,70,7,8,4
2023-12-15,17,1,2,1
2023-10-08,11,6,5,7
2023-10-17,26,1,4,3
2023-10-16,57,11,11,5
2024-01-06,58,2,3,5
2023-11-24,21,10,9,9
2023-11-06,59,5,1,0
2024-01-11,18,0,1,6
2024-01-07,63,7,7,7
2023-11-13,3,6,7,8
2023-10-22,7,6,4,11
2023-10-30,102,4,7,5
2023-12-24,100,11,8,5
2023-10-20,93,6,4,4
2023-11-09,93,3,2,3
2023-10-02,111,2,11,4
2023-10-01,92,5,3,6
2023-11-17,89,7,10,6
2024-01-23,98,2,4,7
2023-11-19,114,1,4,5
2023-10-08,76,7,8,12
2023-12-26,89,6,6,4
2024-01-01,78,10,0,5
2023-11-12,87,8,5,6
2023-12-10,115,3,5,3
2023-10-22,107,0,0,2
2023-12-31,95,2,8,7
2024-01-30,98,6,8,4
2023-10-29,11,6,0,7
2023-12-26,36,5,7,1
2024-01-30,38,7,6,6
2023-11-05,66,0,2,1
2024-01-19,64,1,1,2
2023-12-08,50,6,4,4
2024-01-13,42,3,2,6
2024-01-10,63,11,4,10
2023-11-06,62,1,2,3
2023-12-23,49,9,5,5
2023-10-04,2,12,5,7
2023-12-21,24,6,1,1
2024-01-05,20,10,10,5
2023-12-15,13,0,7,2
2023-10-26,37,4,9,5
2023-12-08,36,5,5,4
2023-12-24,53,3,5,0
2023-10-15,52,7,5,3
2023-10-22,13,2,4,4
2023-11-22,1,7,6,6
2024-01-01,61,8,7,5
2023-12-06,11,7,5,4
2024-01-17,33,2,4,5
2023-10-01,26,5,2,2
2023-11-22,58,5,1,7
2023-10-29,39,4,4,3
2023-12-12,29,2,9,4
2023-12-30,37,6,6,1
2023-11-16,57,8,7,10
2024-01-23,35,7,2,2
2023-10-19,16,2,8,7
2023-11-14,75,10,8,8
2023-12-03,93,5,3,7
2023-12-23,102,4,4,9
2023-12-13,88,2,9,2
2023-11-21,87,6,13,7
2024-01-16,84,5,6,1
2023-12-29,76,7,7,6
2024-01-08,92,1,2,0
2023-11-27,101,8,4,0
2023-12-23,87,11,7,6
2023-11-04,94,3,2,0
2023-11-09,88,0,4,4
2023-12-04,107,5,4,3
2023-11-27,76,8,6,7
2023-11-08,81,0,1,0
2023-11-28,117,13,17,5
2023-10-03,100,4,7,4
2023-10-28,80,0,1,2
2023-12-01,83,3,1,5
2023-12-20,95,5,6,8
2023-11-28,94,0,1,1
2023-11-10,89,1,3,4
2024-01-24,99,1,2,3
2023-11-26,92,2,3,2
2024-01-09,99,1,2,1
2023-11-06,84,1,4,1
2023-12-23,69,3,5,3
2023-10-24,29,8,7,8
2024-01-02,46,2,1,2
2023-12-07,26,4,8,1
2023-10-16,31,4,3,2
2023-10-07,9,5,5,2
2024-01-24,42,3,5,3
2024-01-29,14,0,3,1
2023-12-19,55,4,2,1
2023-10-29,8,4,6,8
2023-10-20,64,0,1,0
2023-10-07,36,5,8,3
2024-01-13,68,10,6,4
2024-01-21,41,7,13,6
2023-11-21,14,2,2,2
2024-01-25,2,12,8,6
2023-11-20,7,4,7,6
2023-11-03,60,3,3,5
2023-11-05,52,2,3,6
2023-11-11,22,2,3,2
2023-10-21,56,6,12,8
2024-01-08,61,10,13,11
2023-10-21,70,1,4,2
2023-12-20,48,3,3,3
2023-11-08,46,1,7,3
2023-10-30,19,6,11,4
2023-12-09,63,2,11,11
2023-12-09,19,7,4,3
2023-12-28,7,6,5,6
2023-10-13,61,7,6,9
2023-11-21,60,4,4,4
2023-11-30,63,4,6,11
2023-12-15,74,6,10,6
2023-10-02,56,7,6,6
2024-01-24,22,2,1,1
2023-12-14,47,1,2,0
2023-12-24,69,4,1,2
2023-12-20,11,7,5,7
2023-11-24,5,6,7,7
2023-12-07,21,6,4,9
2023-11-11,8,7,8,5
2023-12-09,72,5,4,4
2023-12-23,38,7,8,9
2023-11-14,74,9,6,7
2024-01-26,39,3,1,1
2023-12-25,69,5,4,8
2023-12-12,61,6,2,9
2023-11-17,8,4,5,7
2024-01-28,14,1,3,2
2023-11-03,17,1,2,2
2023-10-05,65,1,2,3
2024-01-27,83,4,2,2
2023-10-26,84,3,0,2
2023-11-26,77,8,3,7
2023-10-04,83,2,4,1
2023-12-24,111,8,4,6
2024-01-02,114,5,4,3
2023-10-21,81,2,1,0
2023-12-17,117,7,9,4
2023-11-10,97,3,11,11
2024-01-12,98,4,6,8
2023-12-31,84,4,4,4
2023-11-24,100,6,14,6
2023-12-01,84,7,4,4
2023-11-04,4,5,2,4
2023-12-07,64,3,1,7
2023-11-01,62,1,2,2
2023-11-03,72,3,2,5
2024-01-24,62,1,0,3
2024-01-30,13,4,2,3
2023-10-20,70,3,2,9
2024-01-22,33,4,4,5
2023-10-29,4,1,2,1
2024-01-10,54,4,7,5
2023-11-03,18,5,4,4
2023-12-13,7,6,8,2
2023-12-23,4,2,4,3
2024-01-26,26,1,7,1
2023-12-01,74,11,11,11
2024-01-20,36,1,2,2
2024-01-17,61,2,7,12
2023-10-08,33,2,0,6
2023-11-21,20,11,8,9
2023-10-20,66,2,0,3
2023-12-15,59,1,1,6
2023-10-21,62,2,0,3
2023-10-26,41,9,7,9
2024-01-30,33,5,4,1
2023-10-10,31,4,4,5
2023-12-07,65,1,1,1
2024-01-25,69,3,3,4
2023-11-08,39,0,3,1
2024-01-16,47,3,1,4
2024-01-06,47,2,2,1
2024-01-25,6,2,1,3
2023-10-07,27,8,8,3
2023-10-03,24,2,1,3
2023-10-17,48,4,1,2
2023-12-23,17,2,4,3
2023-12-25,49,4,3,7
2023-12-23,70,3,3,5
2023-12-25,81,4,1,3
2023-10-22,85,7,6,8
2023-11-09,87,10,9,6
2023-12-07,88,2,3,3
2023-12-05,110,9,4,5
2023-11-11,89,9,4,8
2023-12-12,104,48,33,30
2023-10-24,85,7,4,7
2023-12-30,107,1,2,0
2023-11-13,114,2,3,3
2024-01-05,95,6,6,2
2024-01-18,95,2,6,7
2023-11-26,91,8,5,6
2023-12-25,77,17,3,0
2023-12-19,93,5,0,3
2024-01-24,101,2,6,5
2023-12-01,110,5,3,0
2023-11-23,101,2,4,5
2024-01-03,78,8,5,3
2023-12-07,36,3,2,5
2023-11-03,35,5,2,3
2023-11-16,5,9,8,5
2024-01-07,4,3,3,0
2023-10-03,62,2,3,1
2023-12-11,1,10,8,5
2024-01-11,37,7,1,9
2024-01-01,37,7,3,3
2023-12-03,1,5,7,4
2024-01-09,4,0,3,1
2024-01-02,24,1,4,3
2023-11-04,40,1,4,2
2023-11-16,42,11,3,7
2023-10-15,61,3,7,8
2023-10-01,52,5,7,7
2023-10-12,13,3,6,3
2023-11-11,2,11,3,10
2023-10-03,37,4,6,4
2023-10-17,39,3,2,4
2024-01-17,17,5,2,1
2023-10-10,27,5,8,7
2023-11-14,35,2,1,3
2023-12-02,20,8,6,10
2023-10-12,21,7,7,6
2023-10-28,60,3,5,3
2024-01-07,55,1,0,3
2023-12-31,40,0,1,2
2023-11-29,69,5,0,1
2023-11-24,32,7,8,8
2024-01-16,66,0,5,2
2024-01-18,70,5,4,3
2024-01-06,22,1,2,1
2023-12-26,35,5,0,4
2023-11-05,70,3,5,6
2023-11-27,50,9,10,8
2024-01-26,49,8,5,3
2023-12-27,58,3,3,4
2023-12-30,18,1,3,4
2023-11-03,19,6,5,3
2023-11-01,11,7,9,9
2023-10-30,40,0,1,3
2023-12-22,18,3,1,4
2024-01-29,67,8,4,5
2023-12-21,103,4,3,5
2023-10-16,75,7,7,3
2024-01-15,86,8,6,4
2023-12-20,81,1,1,1
2023-11-19,78,8,3,2
2023-11-12,85,10,3,8
2023-11-02,87,6,7,8
2023-12-26,75,7,11,10
2023-11-03,89,5,5,7
2023-11-28,77,4,9,12
2023-12-18,102,11,9,7
2023-11-29,117,12,13,8
2023-10-25,116,4,3,3
2023-11-06,76,4,5,3
2024-01-26,88,3,0,4
2024-01-22,86,7,6,4
2024-01-03,110,2,4,0
2023-11-26,114,2,1,2
2023-12-04,115,9,3,2
2023-11-24,98,8,7,7
2023-11-18,101,7,3,6
2023-10-24,84,6,2,2
2023-12-28,115,3,6,2
2023-11-06,81,4,1,1
2023-11-17,111,5,12,10
2023-10-18,76,10,4,6
2023-10-04,87,4,8,5
2023-11-13,82,6,7,9
2023-12-29,73,7,5,7
2023-12-17,14,2,4,3
2023-10-14,16,6,6,7
2023-11-17,9,4,8,6
2024-01-01,56,7,6,6
2023-10-31,24,3,4,0
2023-10-15,30,7,8,6
2024-01-29,66,1,1,0
2023-10-06,52,1,6,6
2024-01-07,53,2,2,3
2024-01-28,7,9,6,5
2024-01-28,57,11,11,7
2024-01-26,64,1,4,1
2023-11-19,8,6,4,7
2023-10-07,41,7,5,9
2024-01-19,32,7,6,7
2023-12-03,33,4,7,2
2024-01-13,24,3,2,2
2024-01-27,54,5,4,5
2024-01-14,31,7,1,3
2024-01-23,61,10,9,7
2023-11-22,64,1,3,3
2023-11-29,27,6,7,5
2024-01-25,37,2,8,3
2023-12-28,17,2,3,1
2023-10-31,74,10,11,8
2023-12-30,9,6,10,9
2023-10-17,7,6,9,3
2024-01-15,17,1,2,4
2023-12-13,62,3,3,2
2023-12-13,18,1,1,3
2023-11-24,60,3,4,2
2024-01-07,6,3,3,2
2023-10-16,56,8,6,7
2023-10-20,107,4,3,2
2023-11-17,88,2,0,1
2023-11-30,91,4,6,5
2024-01-27,84,3,2,3
2023-11-29,107,3,0,2
2024-01-08,100,11,9,10
2023-10-22,94,2,2,2
2023-12-26,102,6,6,2
2023-12-03,92,0,3,1
2024-01-09,101,5,4,3
2023-11-05,85,7,7,9
2024-01-13,87,5,7,10
2023-12-08,104,50,48,32
2024-01-28,96,6,3,5
2023-12-31,111,9,9,5
2023-10-21,85,11,9,6
2023-11-06,89,5,10,8
2023-11-09,75,13,5,6
2023-12-08,103,4,3,4
2023-12-19,115,1,6,4
2023-11-04,91,3,12,6
2023-10-13,84,1,5,6
2024-01-06,67,6,7,6
2023-12-17,18,3,2,2
2023-11-13,70,5,2,3
2023-10-03,64,6,3,1
2023-10-30,41,8,5,10
2023-12-22,27,5,6,3
2023-10-13,16,9,8,6
2023-10-25,37,1,8,7
2023-11-04,62,3,1,1
2023-10-27,30,3,4,8
2023-10-13,65,7,3,3
2023-10-24,67,5,8,4
2023-10-30,35,0,2,3
2024-01-24,12,7,9,11
2023-11-02,2,7,6,4
2024-01-30,34,2,3,2
2024-01-08,32,6,11,7
2024-01-27,27,12,2,6
2023-12-14,57,7,8,6
2023-10-27,14,2,1,3
2023-12-25,62,1,2,3
2023-12-26,20,8,8,7
2023-11-22,50,7,7,3
2024-01-21,59,3,4,2
2023-12-29,54,6,7,6
2023-12-14,50,4,11,5
2024-01-30,2,10,4,8
2023-12-18,29,4,3,7
2024-01-16,43,1,3,2
2023-11-22,63,8,7,7
2024-01-21,13,6,2,5
2024-01-25,7,9,7,9
2024-01-12,74,15,9,11
2023-10-18,53,3,0,1
2023-12-26,64,0,5,0
2023-11-05,26,1,3,1
2023-10-18,35,3,0,6
2023-10-19,64,2,0,1
2024-01-28,39,0,0,1
2024-01-21,11,10,6,6
2023-12-15,93,5,7,2
2023-10-27,91,5,2,4
2023-10-28,93,2,2,3
2023-12-26,107,1,2,2
2023-10-19,78,3,8,7
2023-12-24,115,7,8,2
2023-12-01,81,1,3,4
2024-01-09,84,2,2,4
2023-12-22,99,4,1,4
2024-01-20,76,5,10,8
2024-01-17,103,3,1,2
2023-11-26,87,10,11,9
2023-12-24,76,10,6,5
2023-10-06,114,2,2,2
2023-11-02,114,2,3,3
2023-12-21,91,3,3,2
2023-10-22,79,3,5,6
2023-10-06,111,11,6,3
2023-11-02,39,0,5,2
2023-12-29,3,12,6,5
2024-01-12,73,4,5,9
2024-01-17,21,9,9,7
2023-12-30,21,11,4,2
2023-12-21,43,3,4,3
2024-01-14,69,4,1,6
2023-10-08,39,1,0,2
2023-11-03,47,0,5,2
2023-11-01,18,3,3,2
2023-11-12,60,6,0,1
2023-10-26,46,2,4,2
2023-10-26,18,2,4,2
2024-01-20,68,4,7,5
2023-11-26,70,1,4,6
2023-11-12,43,0,5,3
